Risk_Rank,Observation_ID,Risk_Score,Risk_Category,Priority_Level,Recommended_Action,Review_Status,Operational_Response,Planning_Response,Evidence_To_Check,Action_Rationale,Decision_Owner,Human_Approval_Required,Autonomous_Control
13395,UCI_TEST_12858,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13396,UCI_TEST_12859,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13397,UCI_TEST_12860,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13398,UCI_TEST_12862,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13399,UCI_TEST_12864,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13400,UCI_TEST_12865,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13401,UCI_TEST_12866,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13402,UCI_TEST_12867,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13403,UCI_TEST_12868,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13404,UCI_TEST_12869,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13405,UCI_TEST_12871,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13406,UCI_TEST_12872,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13407,UCI_TEST_12873,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13408,UCI_TEST_12874,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13409,UCI_TEST_12875,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13410,UCI_TEST_12876,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13411,UCI_TEST_12877,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13412,UCI_TEST_12878,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13413,UCI_TEST_12879,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13414,UCI_TEST_12880,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13415,UCI_TEST_12881,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13416,UCI_TEST_12882,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13417,UCI_TEST_12884,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13418,UCI_TEST_12885,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13419,UCI_TEST_12886,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13420,UCI_TEST_12887,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13421,UCI_TEST_12888,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13422,UCI_TEST_12890,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13423,UCI_TEST_12891,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13424,UCI_TEST_12892,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13425,UCI_TEST_12893,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13426,UCI_TEST_12894,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13427,UCI_TEST_12895,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13428,UCI_TEST_12896,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13429,UCI_TEST_12897,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13430,UCI_TEST_12898,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13431,UCI_TEST_12900,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13432,UCI_TEST_12901,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13433,UCI_TEST_12902,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13434,UCI_TEST_12903,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13435,UCI_TEST_12905,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13436,UCI_TEST_12906,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13437,UCI_TEST_12909,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13438,UCI_TEST_12911,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13439,UCI_TEST_12912,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13440,UCI_TEST_12913,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13441,UCI_TEST_12914,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13442,UCI_TEST_12915,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13443,UCI_TEST_12916,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13444,UCI_TEST_12917,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13445,UCI_TEST_12919,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13446,UCI_TEST_12920,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13447,UCI_TEST_12921,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13448,UCI_TEST_12923,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13449,UCI_TEST_12924,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13450,UCI_TEST_12925,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13451,UCI_TEST_12926,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13452,UCI_TEST_12927,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13453,UCI_TEST_12928,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13454,UCI_TEST_12929,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13455,UCI_TEST_12930,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13456,UCI_TEST_12931,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13457,UCI_TEST_12933,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13458,UCI_TEST_12934,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13459,UCI_TEST_12935,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13460,UCI_TEST_12937,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13461,UCI_TEST_12938,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13462,UCI_TEST_12939,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13463,UCI_TEST_12940,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13464,UCI_TEST_12941,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13465,UCI_TEST_12942,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13466,UCI_TEST_12944,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13467,UCI_TEST_12945,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13468,UCI_TEST_12946,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13469,UCI_TEST_12947,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13470,UCI_TEST_12948,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13471,UCI_TEST_12949,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
13472,UCI_TEST_12950,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
